host,port,protocol,type,latency_ms,verified_at,source
82.152.132.22,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
83.147.216.74,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
85.192.31.169,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
85.192.31.170,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
88.99.59.142,8443,mtproto,mtproto,451.92,,10ium/VpnClashFaCollector
8fj.ir.meli-n13.info,8443,mtproto,mtproto,441.85,,10ium/VpnClashFaCollector
8ij9.ir.meli-n13.info,8443,mtproto,mtproto,509.3,,10ium/VpnClashFaCollector
91.107.255.45,8443,mtproto,mtproto,392.97,,10ium/VpnClashFaCollector
95.163.176.52,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
9jn.ir.meli-n13.info,8443,mtproto,mtproto,513.12,,10ium/VpnClashFaCollector
Hamrah.mci.ir.pugfhtrdyted.info,7443,mtproto,mtproto,398.45,,10ium/VpnClashFaCollector
Loti.vak1l.ir,22,mtproto,mtproto,,,10ium/VpnClashFaCollector
api.medhata.org,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
apps.blueheartz.ir,443,mtproto,mtproto,726.24,,10ium/VpnClashFaCollector
ashpaz.pokhtopaz18.ir,8443,mtproto,mtproto,452.53,,10ium/VpnClashFaCollector
benz.mohearn.co.uk,443,mtproto,mtproto,653.02,,10ium/VpnClashFaCollector
cdn.toconvel.digital,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
ctfd-is-shit.top,853,mtproto,mtproto,543.05,,10ium/VpnClashFaCollector
detestapp.fiban.cloud,443,mtproto,mtproto,521.94,,10ium/VpnClashFaCollector
eilod.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,426.75,,10ium/VpnClashFaCollector
free.tg-proxy.fun,7443,mtproto,mtproto,,,10ium/VpnClashFaCollector
hasj.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,415.59,,10ium/VpnClashFaCollector
hot-pro.qavi-tarin.ir,2020,mtproto,mtproto,990.75,,10ium/VpnClashFaCollector
ip.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,473.58,,10ium/VpnClashFaCollector
karpro.karpeck.ir,2053,mtproto,mtproto,747.71,,10ium/VpnClashFaCollector
kmc.ir.meli-n13.info,8443,mtproto,mtproto,431.85,,10ium/VpnClashFaCollector
m4in-fr4mes-are-comp1ex-but-cut3.top,853,mtproto,mtproto,537.23,,10ium/VpnClashFaCollector
media3.happtg.org,443,mtproto,mtproto,745.11,,10ium/VpnClashFaCollector
n88j8b9.ir.meli-n13.info,8443,mtproto,mtproto,436.49,,10ium/VpnClashFaCollector
odns.ir.meli-n13.info,8443,mtproto,mtproto,482.03,,10ium/VpnClashFaCollector
techpx1.vipfast7.shop,8443,mtproto,mtproto,435.15,,10ium/VpnClashFaCollector
tel.granddatacloud.xyz,6556,mtproto,mtproto,884.03,,10ium/VpnClashFaCollector
vaskc.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,457.42,,10ium/VpnClashFaCollector
vaslia.ir.meli-n13.info,8443,mtproto,mtproto,493.04,,10ium/VpnClashFaCollector
www.aa-h.com,443,mtproto,mtproto,540.77,,10ium/VpnClashFaCollector
www.digikallamall.ir,8443,mtproto,mtproto,404.18,,10ium/VpnClashFaCollector
000jplp.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,436.6,,10ium/VpnClashFaCollector
00pp.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,414.1,,10ium/VpnClashFaCollector
0bbjplp.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,416.32,,10ium/VpnClashFaCollector
0lp.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,401.36,,10ium/VpnClashFaCollector
1.evoevoevo.com,443,mtproto,mtproto,658.32,,10ium/VpnClashFaCollector
103.161.35.56,443,mtproto,mtproto,119.43,,kort0881/telegram-proxy-collector
103.83.145.50,2053,mtproto,mtproto,862.65,,10ium/VpnClashFaCollector
116.203.14.86,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
141.95.110.71,4455,mtproto,mtproto,,,10ium/VpnClashFaCollector
142.132.167.80,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
144.124.229.47,443,mtproto,mtproto,117.26,,10ium/VpnClashFaCollector
148.251.77.140,8443,mtproto,mtproto,975.08,,10ium/VpnClashFaCollector
162.19.181.193,25565,mtproto,mtproto,,,10ium/VpnClashFaCollector
167.233.179.218,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
167.233.228.22,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
172.065.126.204,25565,mtproto,mtproto,,,10ium/VpnClashFaCollector
172.65.100.05,25565,mtproto,mtproto,1437.4,,10ium/VpnClashFaCollector
172.65.105.132,22,mtproto,mtproto,9.38,,10ium/VpnClashFaCollector
178.105.230.221,4455,mtproto,mtproto,,,10ium/VpnClashFaCollector
184.174.97.69,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
185.43.33.12,1010,mtproto,mtproto,,,10ium/VpnClashFaCollector
185.43.33.3,1010,mtproto,mtproto,,,10ium/VpnClashFaCollector
2.26.146.7,15,mtproto,mtproto,,,10ium/VpnClashFaCollector
2jddd1.mmd1.meli-n12.info,8443,mtproto,mtproto,511.42,,10ium/VpnClashFaCollector
49.12.9.83,443,mtproto,mtproto,446.22,,10ium/VpnClashFaCollector
5.161.143.78,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
5.75.222.118,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
5.75.222.225,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
5.75.222.90,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
51.79.91.245,1443,mtproto,mtproto,,,10ium/VpnClashFaCollector
51.83.224.31,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
52ddd1.mmd1.meli-n12.info,8443,mtproto,mtproto,450.06,,10ium/VpnClashFaCollector
65.109.147.34,443,mtproto,mtproto,495.12,,10ium/VpnClashFaCollector
65.109.209.96,300,mtproto,mtproto,140.16,,10ium/VpnClashFaCollector
65.109.54.139,8443,mtproto,mtproto,2403.87,,10ium/VpnClashFaCollector
65.21.205.37,443,mtproto,mtproto,133.01,,10ium/VpnClashFaCollector
65.21.214.181,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
728.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,434.29,,10ium/VpnClashFaCollector
7djd.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,488.27,,10ium/VpnClashFaCollector
7glp.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,487.57,,10ium/VpnClashFaCollector
87.248.129.101,8443,mtproto,mtproto,485.29,,10ium/VpnClashFaCollector
87.248.129.102,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
87.248.129.104,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
87.248.129.105,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
87.248.129.106,8443,mtproto,mtproto,485.59,,10ium/VpnClashFaCollector
87.248.129.107,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
87.248.129.16,8443,mtproto,mtproto,499.15,,10ium/VpnClashFaCollector
87.248.129.229,4455,mtproto,mtproto,,,10ium/VpnClashFaCollector
87.248.129.235,4455,mtproto,mtproto,,,10ium/VpnClashFaCollector
87.248.129.237,4455,mtproto,mtproto,,,10ium/VpnClashFaCollector
87.248.129.247,4455,mtproto,mtproto,,,10ium/VpnClashFaCollector
87.248.129.248,4455,mtproto,mtproto,,,10ium/VpnClashFaCollector
87.248.129.253,4455,mtproto,mtproto,,,10ium/VpnClashFaCollector
87.248.129.98,443,mtproto,mtproto,498.31,,10ium/VpnClashFaCollector
87.248.129.99,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
88jplp.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,433.79,,10ium/VpnClashFaCollector
89.36.95.30,8080,mtproto,mtproto,,,10ium/VpnClashFaCollector
91.206.28.5,1010,mtproto,mtproto,,,10ium/VpnClashFaCollector
91.217.166.216,16,mtproto,mtproto,,,10ium/VpnClashFaCollector
94.130.221.50,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
95.217.67.253,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
Best.For-All.tk,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
Empire-persia.iran.hey-gardash.info.,1080,mtproto,mtproto,458.65,,10ium/VpnClashFaCollector
Eye.ChMTP.Info,88,mtproto,mtproto,,,10ium/VpnClashFaCollector
a.similemat.com,12341,mtproto,mtproto,,,10ium/VpnClashFaCollector
alive.mtfastest.info,7980,mtproto,mtproto,,,10ium/VpnClashFaCollector
api.my-miner.info.,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
best-sellerst.co.uk.,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
box.lavazemi5.co.uk,443,mtproto,mtproto,539.95,,10ium/VpnClashFaCollector
br8ta.co.uk.\,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
cs6yrt3q4469.vv22rraayy.com,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
fast.gate8music.info.,58906,mtproto,mtproto,,,10ium/VpnClashFaCollector
fool.feel-fly.info,25565,mtproto,mtproto,,,10ium/VpnClashFaCollector
free.feel-fly.info,25565,mtproto,mtproto,,,10ium/VpnClashFaCollector
goal.chunkycorp.shop,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
golex.dembech.beauty,9861,mtproto,mtproto,,,10ium/VpnClashFaCollector
hayma.ir.meli-n13.info,8443,mtproto,mtproto,511.37,,10ium/VpnClashFaCollector
info.proxytime.info,25565,mtproto,mtproto,,,10ium/VpnClashFaCollector
iran.proxytime.info,25565,mtproto,mtproto,,,10ium/VpnClashFaCollector
j4y67nf.ir.meli-n13.info,8443,mtproto,mtproto,429.35,,10ium/VpnClashFaCollector
jak.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,442.03,,10ium/VpnClashFaCollector
jxhwr55p.hotspotproxy.cf,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
lumen.proxytop.space,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
mercedes.nine-gear.info,25565,mtproto,mtproto,,,10ium/VpnClashFaCollector
moh.kingproxynewdomailasiatech.ink,25565,mtproto,mtproto,162.14,,10ium/VpnClashFaCollector
mt.bts4.xyz,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
mtp.agenyz.com,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
mtp.duckvpn.app,443,mtproto,mtproto,537.27,,10ium/VpnClashFaCollector
norm.quickdl.info,25565,mtproto,mtproto,,,10ium/VpnClashFaCollector
o1.artengines.ru,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
ops2ops.co.uk.,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
p3a2b9f1-4c8d-492a-b6e5-8d1f3c7a9b22-a1b2-c3d4.space,80,mtproto,mtproto,,,10ium/VpnClashFaCollector
play.fast-mt.info,22,mtproto,mtproto,,,10ium/VpnClashFaCollector
room.coworcker.co.uk,443,mtproto,mtproto,436.37,,10ium/VpnClashFaCollector
rudomain.info.\,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
secure.bits-lab.info,443,mtproto,mtproto,453.34,,10ium/VpnClashFaCollector
stars.tg-proxy.fun,6443,mtproto,mtproto,,,10ium/VpnClashFaCollector
tg.unibot.work,443,mtproto,mtproto,365.13,,10ium/VpnClashFaCollector
waa97j4gd9fe.dopwiz.com,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
wise-gate.ngstream.top,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
www.bazbaran-batrane.ir.,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
www.ipcheck.network.,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
www.mtp-roto.info.,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
www.vingardium.co.uk.,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
www.yesyesno.ir.,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
www2.nilmart.ir,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
xx.asdjjhjasdj99.sbs,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
xxx.asdjjhjasdj99.sbs,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
ir.atcfirealarms.co.uk.,443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
torobchesho.co.uk,443,mtproto,mtproto,1203.88,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
HI.PIGLIO.ONLINE,69,mtproto,mtproto,1245.72,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
onlineforless.co.uk.,8443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
jhndoes.co.uk.,8443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
ir.my-pv.info.,443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
ir.envytations.co.uk,8443,mtproto,mtproto,593.28,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
ir.lv223.info,8443,mtproto,mtproto,603.19,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
www.ahvaz.co.uk.,8443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
7ooc.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,480.37,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
n5s.ir.meli-n13.info,8443,mtproto,mtproto,446.12,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
www.ahvaz.co.uk.,443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
best.ir.agrescjarkahdgs.info.,88,mtproto,mtproto,586.12,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
drill.gizamoff.trade,69,mtproto,mtproto,879.82,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
158.220.115.76,443,mtproto,mtproto,126.07,,kort0881/telegram-proxy-collector
pro.azxjet.ir,443,mtproto,mtproto,,,kort0881/telegram-proxy-collector
51.250.32.76,443,mtproto,mtproto,142.7,,kort0881/telegram-proxy-collector
ghostnode.ru,443,mtproto,mtproto,1391.2,,kort0881/telegram-proxy-collector
172.65.234.91,9443,mtproto,mtproto,15.28,,kort0881/telegram-proxy-collector
web.wikidev.shop,443,mtproto,mtproto,945.41,,kort0881/telegram-proxy-collector
155.138.225.119,443,mtproto,mtproto,33.24,,kort0881/telegram-proxy-collector
45.76.231.32,443,mtproto,mtproto,9.94,,kort0881/telegram-proxy-collector
178.104.160.179,443,mtproto,mtproto,120.92,,kort0881/telegram-proxy-collector
64.188.65.136,443,mtproto,mtproto,123.96,,kort0881/telegram-proxy-collector
login.kerfilia.info,6775,mtproto,mtproto,1537.91,,kort0881/telegram-proxy-collector
144.124.225.30,443,mtproto,mtproto,139.5,,kort0881/telegram-proxy-collector
51.20.131.3,443,mtproto,mtproto,128.38,,kort0881/telegram-proxy-collector
mashtibash.vafadari.co.uk,2096,mtproto,mtproto,1757.11,,kort0881/telegram-proxy-collector
65.108.50.120,443,mtproto,mtproto,140.49,,kort0881/telegram-proxy-collector
webhook.vingardium.co.uk.,443,mtproto,mtproto,,,kort0881/telegram-proxy-collector
65.108.3.106,443,mtproto,mtproto,136.06,,kort0881/telegram-proxy-collector
95.216.22.207,443,mtproto,mtproto,137.4,,kort0881/telegram-proxy-collector
zentyo.co.uk.,443,mtproto,mtproto,,,kort0881/telegram-proxy-collector
eu.geo-cdn.ru,443,mtproto,mtproto,5408.0,,kort0881/telegram-proxy-collector
109.248.168.94,443,mtproto,mtproto,171.43,,kort0881/telegram-proxy-collector
vase-hamas.ir.kjhsdjhads.info.,7443,mtproto,mtproto,,,kort0881/telegram-proxy-collector
manavi.masnavi.info,443,mtproto,mtproto,473.17,,kort0881/telegram-proxy-collector
94.184.39.6.aprawood.ir,2020,mtproto,mtproto,3793.34,,kort0881/telegram-proxy-collector
zagros.ir.ghsisncbv.info.,88,mtproto,mtproto,643.69,,kort0881/telegram-proxy-collector
best.ir.agrescjarkahdgs.info,88,mtproto,mtproto,577.42,,kort0881/telegram-proxy-collector
t.sibvpn.com,443,mtproto,mtproto,3572.11,,kort0881/telegram-proxy-collector
mtproto.vtworainforever.ir,284,mtproto,mtproto,,,kort0881/telegram-proxy-collector
207pana.denatara.info,443,mtproto,mtproto,527.85,,kort0881/telegram-proxy-collector
hetzner.sammarkham.co.uk.,443,mtproto,mtproto,,,kort0881/telegram-proxy-collector
fi.tg.blook.red,443,mtproto,mtproto,697.27,,kort0881/telegram-proxy-collector
tcpdash-local.technom.info,443,mtproto,mtproto,612.38,,kort0881/telegram-proxy-collector
0006621.mmd1.meli-n12.info,8443,mtproto,mtproto,487.22,,10ium/VpnClashFaCollector
0680021.mmd1.meli-n12.info,8443,mtproto,mtproto,438.26,,10ium/VpnClashFaCollector
31.57.185.25,2053,mtproto,mtproto,386.29,,10ium/VpnClashFaCollector
781.li.meli-n12.info,8443,mtproto,mtproto,510.59,,10ium/VpnClashFaCollector
7dhd.ir.meli-n13.info,8443,mtproto,mtproto,427.06,,10ium/VpnClashFaCollector
7ehx.ir.meli-n13.info,8443,mtproto,mtproto,438.18,,10ium/VpnClashFaCollector
7hhh8uh8iix001m1.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,502.93,,10ium/VpnClashFaCollector
888d.ir.meli-n13.info,8443,mtproto,mtproto,493.98,,10ium/VpnClashFaCollector
8jxf.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,446.39,,10ium/VpnClashFaCollector
91.107.158.141,8443,mtproto,mtproto,,,10ium/VpnClashFaCollector
91.234.147.12,2020,mtproto,mtproto,374.68,,10ium/VpnClashFaCollector
95.217.243.122,443,mtproto,mtproto,479.05,,10ium/VpnClashFaCollector
9k.ir.meli-n13.info,8443,mtproto,mtproto,838.4,,10ium/VpnClashFaCollector
becarefull.bypased.info,8443,mtproto,mtproto,410.69,,10ium/VpnClashFaCollector
chin.ir.meli-n13.info,8443,mtproto,mtproto,498.16,,10ium/VpnClashFaCollector
gando-best-connection.ferrari-garrage.shop,443,mtproto,mtproto,2087.83,,10ium/VpnClashFaCollector
newt.ir.meli-n13.info,8443,mtproto,mtproto,484.1,,10ium/VpnClashFaCollector
ns.ir.meli-n13.info,8443,mtproto,mtproto,438.08,,10ium/VpnClashFaCollector
rrfhoo88001m1.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,433.54,,10ium/VpnClashFaCollector
000d.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,418.76,,10ium/VpnClashFaCollector
212.233.122.243,9443,mtproto,mtproto,,,10ium/VpnClashFaCollector
5.75.151.241,443,mtproto,mtproto,440.1,,10ium/VpnClashFaCollector
7ahd.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,491.74,,10ium/VpnClashFaCollector
7y.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,424.68,,10ium/VpnClashFaCollector
89.38.98.25,443,mtproto,mtproto,371.72,,10ium/VpnClashFaCollector
8e7d.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,411.99,,10ium/VpnClashFaCollector
hotgirl.hotboy.tel.whatsapp.frtot.space,443,mtproto,mtproto,528.66,,10ium/VpnClashFaCollector
newr.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,437.59,,10ium/VpnClashFaCollector
ooc.ir.ir.ir.meli-n12.info,8443,mtproto,mtproto,427.84,,10ium/VpnClashFaCollector
resturant.zereshkpolo.info.,7799,mtproto,mtproto,,,10ium/VpnClashFaCollector
uh000lm.ir.meli-n13.info,8443,mtproto,mtproto,498.24,,10ium/VpnClashFaCollector
1-2-3-4-5-6-7m.hq-parametr.ir.,8443,mtproto,mtproto,661.85,,10ium/VpnClashFaCollector
138.201.253.239,7443,mtproto,mtproto,,,10ium/VpnClashFaCollector
138.201.85.42,9110,mtproto,mtproto,,,10ium/VpnClashFaCollector
14.102.10.98,85,mtproto,mtproto,,,10ium/VpnClashFaCollector
157.180.122.194,551,mtproto,mtproto,,,10ium/VpnClashFaCollector
157.180.61.220,1080,mtproto,mtproto,,,10ium/VpnClashFaCollector
193.38.55.115,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
195.18.10.217,2222,mtproto,mtproto,,,10ium/VpnClashFaCollector
195.18.10.232,155,mtproto,mtproto,,,10ium/VpnClashFaCollector
208.115.225.166,85,mtproto,mtproto,,,10ium/VpnClashFaCollector
44rt.94no.30ml.11ca.4fk.ir,8443,mtproto,mtproto,681.07,,10ium/VpnClashFaCollector
65.109.191.104,8443,mtproto,mtproto,135.27,,10ium/VpnClashFaCollector
91.184.243.92,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
91.234.147.11,2020,mtproto,mtproto,108.74,,10ium/VpnClashFaCollector
91.234.147.13,2020,mtproto,mtproto,127.01,,10ium/VpnClashFaCollector
95.163.153.211,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
Just-iraninan.com.the-nice-mtproto.info.,88,mtproto,mtproto,605.7,,10ium/VpnClashFaCollector
animality.clydebank.unsown.teleseryeshd.com,443,mtproto,mtproto,588.63,,10ium/VpnClashFaCollector
antisepalous.congelifraction.pyorrhea.compinoy.com,443,mtproto,mtproto,579.94,,10ium/VpnClashFaCollector
backcloth.hyperactivity.tighten.teleseryeepisodes.com,443,mtproto,mtproto,611.88,,10ium/VpnClashFaCollector
bocasin.frowsty.interpretative.teleseryetvreplay.com,443,mtproto,mtproto,592.51,,10ium/VpnClashFaCollector
bodyguard.carbuncle.martinet.teleseryerepaly.com,443,mtproto,mtproto,688.09,,10ium/VpnClashFaCollector
broadening.flightless.scabble.teleseryetvreplay.com,443,mtproto,mtproto,605.75,,10ium/VpnClashFaCollector
cabbala.spqr.triapsidal.wowteleserye.com,443,mtproto,mtproto,600.2,,10ium/VpnClashFaCollector
churchly.comminatory.retread.compinoy.com,443,mtproto,mtproto,585.41,,10ium/VpnClashFaCollector
commercial.structural.take-along.teleseryestv.com,443,mtproto,mtproto,634.62,,10ium/VpnClashFaCollector
contend.upwell.vaporable.teleseryerepaly.com,443,mtproto,mtproto,706.26,,10ium/VpnClashFaCollector
crusader.fontal.nonchalance.teleseryeshd.com,443,mtproto,mtproto,754.98,,10ium/VpnClashFaCollector
daybreak.peduncular.walachia.teleseryepinoytv.com,443,mtproto,mtproto,602.16,,10ium/VpnClashFaCollector
dorost-mishe.pc-danshjo.ir,443,mtproto,mtproto,963.66,,10ium/VpnClashFaCollector
drum.loginom.info.,23,mtproto,mtproto,,,10ium/VpnClashFaCollector
emend.mop-up.sliding.teleseryerepaly.com,443,mtproto,mtproto,673.93,,10ium/VpnClashFaCollector
eshq-chishi.pc-ostad.ir,8443,mtproto,mtproto,812.2,,10ium/VpnClashFaCollector
euphemism.hosteler.lido.teleseryeshd.com,443,mtproto,mtproto,592.25,,10ium/VpnClashFaCollector
exudative.uncurl.unprocessed.gmateleserye.com,443,mtproto,mtproto,582.22,,10ium/VpnClashFaCollector
f5fe36.proxyhub.co,443,mtproto,mtproto,,,10ium/VpnClashFaCollector
ganister.interstellar.nabob.teleseryepinoytv.com,443,mtproto,mtproto,650.17,,10ium/VpnClashFaCollector
herod.roomful.stepsister.wowteleserye.com,443,mtproto,mtproto,653.34,,10ium/VpnClashFaCollector
intercom.mope.stoppage.teleseryestv.com,443,mtproto,mtproto,714.31,,10ium/VpnClashFaCollector
killing.spatula.trunkful.gmateleserye.com,443,mtproto,mtproto,723.9,,10ium/VpnClashFaCollector
knell.testaceous.vellication.gmateleserye.com,443,mtproto,mtproto,758.16,,10ium/VpnClashFaCollector
love.roseprox.xyz,443,mtproto,mtproto,1251.44,,10ium/VpnClashFaCollector
love.roseprox.xyz,5443,mtproto,mtproto,1222.84,,10ium/VpnClashFaCollector
media.experthost.shop,443,mtproto,mtproto,565.9,,10ium/VpnClashFaCollector
media.happtg.org,443,mtproto,mtproto,779.58,,10ium/VpnClashFaCollector
p4a7c1f8-3e9b-425d-a1c6-9f8e2b7a4d5c-3a2b-1c4d.space,80,mtproto,mtproto,778.88,,10ium/VpnClashFaCollector
p7c3a1b2-d4e5-f6a7-b8c9-d0e1f2a3b4c5-1a2b-3c4d.space,80,mtproto,mtproto,707.4,,10ium/VpnClashFaCollector
p8b2c3d4-e5f6-a7b8-c9d0-e1f2a3b4c5d6-7e8f-9a0b.space,80,mtproto,mtproto,711.77,,10ium/VpnClashFaCollector
paeez.delroba.co.uk.,8443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
qavi-fol9.ph-hans.ir.,8443,mtproto,mtproto,605.53,,10ium/VpnClashFaCollector
ratteen.spotting.whirly.gmateleserye.com,443,mtproto,mtproto,645.83,,10ium/VpnClashFaCollector
s1.smetanka.click,443,mtproto,mtproto,1258.64,,10ium/VpnClashFaCollector
you.happylink.top.,2053,mtproto,mtproto,,,10ium/VpnClashFaCollector
ferecans.jadidmadid.info.,7799,mtproto,mtproto,508.11,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
kolomb.pesarelak.ir.,8443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
bimeh.my-moon.co.uk.,8443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
ir.pbdjarum.info,8443,mtproto,mtproto,706.21,,seedlist:https://raw.githubusercontent.com/Grim1313/mtproto-for-telegram/master/all_proxies.md
e3fand.fesgheli.co.uk.,8443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/Argh94/Proxy-List/main/MTProto.txt
ahvaz.co.uk,4455,mtproto,mtproto,535.27,,seedlist:https://raw.githubusercontent.com/SoliSpirit/mtproto/master/all_proxies.txt
irluxcars.site,4455,mtproto,mtproto,507.73,,seedlist:https://raw.githubusercontent.com/SoliSpirit/mtproto/master/all_proxies.txt
luxuryman.sbs,4455,mtproto,mtproto,524.18,,seedlist:https://raw.githubusercontent.com/SoliSpirit/mtproto/master/all_proxies.txt
whiteblox.org,4455,mtproto,mtproto,509.37,,seedlist:https://raw.githubusercontent.com/SoliSpirit/mtproto/master/all_proxies.txt
royaclinic.co.uk,4455,mtproto,mtproto,514.32,,seedlist:https://raw.githubusercontent.com/SoliSpirit/mtproto/master/all_proxies.txt
91.234.147.14.best-domain.ir,4443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/SoliSpirit/mtproto/master/all_proxies.txt
91.234.147.15.best-domain.ir,4443,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/SoliSpirit/mtproto/master/all_proxies.txt
royaclinic.beauty,4455,mtproto,mtproto,,,seedlist:https://raw.githubusercontent.com/SoliSpirit/mtproto/master/all_proxies.txt
79.137.196.223,16443,mtproto,mtproto,534.35,,seedlist:https://raw.githubusercontent.com/SoliSpirit/mtproto/master/all_proxies.txt
online-iran.ir.awedsj.info.,88,mtproto,mtproto,591.8,,seedlist:https://raw.githubusercontent.com/SoliSpirit/mtproto/master/all_proxies.txt
